id_key,Name,S3Path,Footprint,GeoFootprint,cloud_cover,path,processing_baseline,valid_pixel
S2B_MSIL1C_20250113T103309_N0511_R108_T32ULU,S2B_MSIL1C_20250113T103309_N0511_R108_T32ULU_20250113T122458.SAFE,s3://eodata/Sentinel-2/MSI/L1C/2025/01/13/S2B_MSIL1C_20250113T103309_N0511_R108_T32ULU_20250113T122458.SAFE,"geography'SRID=4326;POLYGON ((6.280641504771698 48.7209148694678, 6.332457670261361 47.734155602346505, 7.796401702235196 47.75885537254857, 7.772994464211592 48.74648044472784, 6.280641504771698 48.7209148694678))'","{'type': 'Polygon', 'coordinates': [[[6.280641504771698, 48.7209148694678], [6.332457670261361, 47.734155602346505], [7.796401702235196, 47.75885537254857], [7.772994464211592, 48.74648044472784], [6.280641504771698, 48.7209148694678]]]}",5.637134581504,/mnt/disk/dataset/sentinel-ai-processor/V3/train/input/S2B_MSIL1C_20250113T103309_N0511_R108_T32ULU_20250113T122458,511,100.0
S2B_MSIL1C_20231227T102339_N0510_R065_T32TNS,S2B_MSIL1C_20231227T102339_N0510_R065_T32TNS_20231227T111215.SAFE,s3://eodata/Sentinel-2/MSI/L1C/2023/12/27/S2B_MSIL1C_20231227T102339_N0510_R065_T32TNS_20231227T111215.SAFE,"geography'SRID=4326;POLYGON ((8.999737157562214 46.95370917921326, 8.999741870046797 45.96555114851635, 10.41665610160656 45.95676985907581, 10.44250809794547 46.94462144140276, 8.999737157562214 46.95370917921326))'","{'type': 'Polygon', 'coordinates': [[[8.999737157562214, 46.95370917921326], [8.999741870046797, 45.96555114851635], [10.41665610160656, 45.95676985907581], [10.44250809794547, 46.94462144140276], [8.999737157562214, 46.95370917921326]]]}",24.91253844546,/mnt/disk/dataset/sentinel-ai-processor/V3/train/input/S2B_MSIL1C_20231227T102339_N0510_R065_T32TNS_20231227T111215,510,100.0
S2B_MSIL1C_20190214T103129_N0500_R108_T31TGM,S2B_MSIL1C_20190214T103129_N0500_R108_T31TGM_20221212T225123.SAFE,s3://eodata/Sentinel-2/MSI/L1C_N0500/2019/02/14/S2B_MSIL1C_20190214T103129_N0500_R108_T31TGM_20221212T225123.SAFE,"geography'SRID=4326;POLYGON ((5.62648535527944 46.9235730583036, 5.57945945555527 45.9364308730675, 6.99300216654522 45.8957352519379, 7.06565713269579 46.8814596616377, 5.62648535527944 46.9235730583036))'","{'type': 'Polygon', 'coordinates': [[[5.62648535527944, 46.9235730583036], [5.57945945555527, 45.9364308730675], [6.99300216654522, 45.8957352519379], [7.06565713269579, 46.8814596616377], [5.62648535527944, 46.9235730583036]]]}",0.0,/mnt/disk/dataset/sentinel-ai-processor/V3/train/input/S2B_MSIL1C_20190214T103129_N0500_R108_T31TGM_20221212T225123,500,100.0
S2B_MSIL1C_20241022T101959_N0511_R065_T32TNR,S2B_MSIL1C_20241022T101959_N0511_R065_T32TNR_20241022T125843.SAFE,s3://eodata/Sentinel-2/MSI/L1C/2024/10/22/S2B_MSIL1C_20241022T101959_N0511_R065_T32TNR_20241022T125843.SAFE,"geography'SRID=4326;POLYGON ((8.99974146026188 46.05357436995249, 8.999745953598584 45.06525999447365, 10.394253870988432 45.05674859305782, 10.41890414435335 46.044766226835556, 8.99974146026188 46.05357436995249))'","{'type': 'Polygon', 'coordinates': [[[8.99974146026188, 46.05357436995249], [8.999745953598584, 45.06525999447365], [10.394253870988432, 45.05674859305782], [10.41890414435335, 46.044766226835556], [8.99974146026188, 46.05357436995249]]]}",13.823165815641,/mnt/disk/dataset/sentinel-ai-processor/V3/train/input/S2B_MSIL1C_20241022T101959_N0511_R065_T32TNR_20241022T125843,511,100.0
S2B_MSIL1C_20220715T101559_N0510_R065_T32TNT,S2B_MSIL1C_20220715T101559_N0510_R065_T32TNT_20240723T203442.SAFE,s3://eodata/Sentinel-2/MSI/L1C_N0500/2022/07/15/S2B_MSIL1C_20220715T101559_N0510_R065_T32TNT_20240723T203442.SAFE,"geography'SRID=4326;POLYGON ((8.999732642342602 47.85370184248753, 8.99973758744939 46.86569987335423, 10.440149824410023 46.85663988190739, 10.467277376768235 47.844325046514086, 8.999732642342602 47.85370184248753))'","{'type': 'Polygon', 'coordinates': [[[8.999732642342602, 47.85370184248753], [8.99973758744939, 46.86569987335423], [10.440149824410023, 46.85663988190739], [10.467277376768235, 47.844325046514086], [8.999732642342602, 47.85370184248753]]]}",20.4276926752068,/mnt/disk/dataset/sentinel-ai-processor/V3/train/input/S2B_MSIL1C_20220715T101559_N0510_R065_T32TNT_20240723T203442,510,100.0
S2A_MSIL1C_20230903T101601_N0510_R065_T32TNS,S2A_MSIL1C_20230903T101601_N0510_R065_T32TNS_20241023T074325.SAFE,s3://eodata/Sentinel-2/MSI/L1C_N0500/2023/09/03/S2A_MSIL1C_20230903T101601_N0510_R065_T32TNS_20241023T074325.SAFE,"geography'SRID=4326;POLYGON ((8.999737157562214 46.953709179213256, 8.999741870046797 45.965551148516354, 10.416656101606561 45.956769859075806, 10.442508097945465 46.94462144140276, 8.999737157562214 46.953709179213256))'","{'type': 'Polygon', 'coordinates': [[[8.999737157562214, 46.953709179213256], [8.999741870046797, 45.965551148516354], [10.416656101606561, 45.956769859075806], [10.442508097945465, 46.94462144140276], [8.999737157562214, 46.953709179213256]]]}",22.9226014512228,/mnt/disk/dataset/sentinel-ai-processor/V3/train/input/S2A_MSIL1C_20230903T101601_N0510_R065_T32TNS_20241023T074325,510,100.0
S2B_MSIL1C_20181219T104439_N0500_R008_T31TFN,S2B_MSIL1C_20181219T104439_N0500_R008_T31TFN_20230727T012207.SAFE,s3://eodata/Sentinel-2/MSI/L1C_N0500/2018/12/19/S2B_MSIL1C_20181219T104439_N0500_R008_T31TFN_20230727T012207.SAFE,"geography'SRID=4326;POLYGON ((4.33660021997006 47.8459210520889, 4.31188688551243 46.8581819724645, 5.75108499862016 46.8326283192514, 5.80284668292451 47.8194744029593, 4.33660021997006 47.8459210520889))'","{'type': 'Polygon', 'coordinates': [[[4.33660021997006, 47.8459210520889], [4.31188688551243, 46.8581819724645], [5.75108499862016, 46.8326283192514], [5.80284668292451, 47.8194744029593], [4.33660021997006, 47.8459210520889]]]}",12.6792080981815,/mnt/disk/dataset/sentinel-ai-processor/V3/train/input/S2B_MSIL1C_20181219T104439_N0500_R008_T31TFN_20230727T012207,500,100.0
S2A_MSIL1C_20190616T102031_N0500_R065_T32TNR,S2A_MSIL1C_20190616T102031_N0500_R065_T32TNR_20230722T182148.SAFE,s3://eodata/Sentinel-2/MSI/L1C_N0500/2019/06/16/S2A_MSIL1C_20190616T102031_N0500_R065_T32TNR_20230722T182148.SAFE,"geography'SRID=4326;POLYGON ((8.99974146026188 46.0535743699525, 8.99974595359858 45.0652599944736, 10.3942538709884 45.0567485930578, 10.4189041443534 46.0447662268356, 8.99974146026188 46.0535743699525))'","{'type': 'Polygon', 'coordinates': [[[8.99974146026188, 46.0535743699525], [8.99974595359858, 45.0652599944736], [10.3942538709884, 45.0567485930578], [10.4189041443534, 46.0447662268356], [8.99974146026188, 46.0535743699525]]]}",2.58425154528353,/mnt/disk/dataset/sentinel-ai-processor/V3/train/input/S2A_MSIL1C_20190616T102031_N0500_R065_T32TNR_20230722T182148,500,100.0
S2B_MSIL1C_20200708T102559_N0500_R108_T32TLT,S2B_MSIL1C_20200708T102559_N0500_R108_T32TLT_20230528T041416.SAFE,s3://eodata/Sentinel-2/MSI/L1C_N0500/2020/07/08/S2B_MSIL1C_20200708T102559_N0500_R108_T32TLT_20230528T041416.SAFE,"geography'SRID=4326;POLYGON ((6.32792675946482 47.8225951273107, 6.37728036216783 46.8356437141635, 7.81664846691532 46.8595830838483, 7.79435498889108 47.8473711523488, 6.32792675946482 47.8225951273107))'","{'type': 'Polygon', 'coordinates': [[[6.32792675946482, 47.8225951273107], [6.37728036216783, 46.8356437141635], [7.81664846691532, 46.8595830838483], [7.79435498889108, 47.8473711523488], [6.32792675946482, 47.8225951273107]]]}",13.835050315028798,/mnt/disk/dataset/sentinel-ai-processor/V3/train/input/S2B_MSIL1C_20200708T102559_N0500_R108_T32TLT_20230528T041416,500,100.0
S2A_MSIL1C_20180115T103351_N0500_R108_T32TLR,S2A_MSIL1C_20180115T103351_N0500_R108_T32TLR_20230919T115205.SAFE,s3://eodata/Sentinel-2/MSI/L1C_N0500/2018/01/15/S2A_MSIL1C_20180115T103351_N0500_R108_T32TLR_20230919T115205.SAFE,"geography'SRID=4326;POLYGON ((6.41593487960282 46.0243533962901, 6.46078579300118 45.0370231168043, 7.85436546452027 45.0595136000494, 7.83410808972231 46.0476276229589, 6.41593487960282 46.0243533962901))'","{'type': 'Polygon', 'coordinates': [[[6.41593487960282, 46.0243533962901], [6.46078579300118, 45.0370231168043], [7.85436546452027, 45.0595136000494], [7.83410808972231, 46.0476276229589], [6.41593487960282, 46.0243533962901]]]}",10.6064677953955,/mnt/disk/dataset/sentinel-ai-processor/V3/train/input/S2A_MSIL1C_20180115T103351_N0500_R108_T32TLR_20230919T115205,500,100.0
S2B_MSIL1C_20231106T105139_N0509_R051_T31UER,S2B_MSIL1C_20231106T105139_N0509_R051_T31UER_20231106T114059.SAFE,s3://eodata/Sentinel-2/MSI/L1C/2023/11/06/S2B_MSIL1C_20231106T105139_N0509_R051_T31UER_20231106T114059.SAFE,"geography'SRID=4326;POLYGON ((2.999717684492138 50.55229211062575, 2.999723420696887 49.56475500000651, 4.517863127544896 49.55480005728169, 4.549328146735863 50.54198481807332, 2.999717684492138 50.55229211062575))'","{'type': 'Polygon', 'coordinates': [[[2.999717684492138, 50.55229211062575], [2.999723420696887, 49.56475500000651], [4.517863127544896, 49.55480005728169], [4.549328146735863, 50.54198481807332], [2.999717684492138, 50.55229211062575]]]}",28.763146107677,/mnt/disk/dataset/sentinel-ai-processor/V3/train/input/S2B_MSIL1C_20231106T105139_N0509_R051_T31UER_20231106T114059,509,100.0
S2B_MSIL1C_20190329T104029_N0500_R008_T31TFL,S2B_MSIL1C_20190329T104029_N0500_R008_T31TFL_20221119T164017.SAFE,s3://eodata/Sentinel-2/MSI/L1C_N0500/2019/03/29/S2B_MSIL1C_20190329T104029_N0500_R008_T31TFL_20221119T164017.SAFE,"geography'SRID=4326;POLYGON ((4.2925320358333 46.0462654563034, 4.27007567177748 45.0581973205829, 5.66350420776855 45.034190140253, 5.71054414759772 46.0214217425096, 4.2925320358333 46.0462654563034))'","{'type': 'Polygon', 'coordinates': [[[4.2925320358333, 46.0462654563034], [4.27007567177748, 45.0581973205829], [5.66350420776855, 45.034190140253], [5.71054414759772, 46.0214217425096], [4.2925320358333, 46.0462654563034]]]}",1.01412404072979,/mnt/disk/dataset/sentinel-ai-processor/V3/train/input/S2B_MSIL1C_20190329T104029_N0500_R008_T31TFL_20221119T164017,500,100.0
S2B_MSIL1C_20220715T101559_N0510_R065_T32UPU,S2B_MSIL1C_20220715T101559_N0510_R065_T32UPU_20240723T203442.SAFE,s3://eodata/Sentinel-2/MSI/L1C_N0500/2022/07/15/S2B_MSIL1C_20220715T101559_N0510_R065_T32UPU_20240723T203442.SAFE,"geography'SRID=4326;POLYGON ((10.360279246283664 48.74498411169783, 10.3343313489668 47.75740973734738, 11.798094715302927 47.73104447774509, 11.852438708473068 48.71769475117851, 10.360279246283664 48.74498411169783))'","{'type': 'Polygon', 'coordinates': [[[10.360279246283664, 48.74498411169783], [10.3343313489668, 47.75740973734738], [11.798094715302927, 47.73104447774509], [11.852438708473068, 48.71769475117851], [10.360279246283664, 48.74498411169783]]]}",9.84409806205023,/mnt/disk/dataset/sentinel-ai-processor/V3/train/input/S2B_MSIL1C_20220715T101559_N0510_R065_T32UPU_20240723T203442,510,100.0
S2A_MSIL1C_20230614T105031_N0509_R051_T31UEP,S2A_MSIL1C_20230614T105031_N0509_R051_T31UEP_20230614T143035.SAFE,s3://eodata/Sentinel-2/MSI/L1C/2023/06/14/S2A_MSIL1C_20230614T105031_N0509_R051_T31UEP_20230614T143035.SAFE,"geography'SRID=4326;POLYGON ((2.99972790410621 48.7530130044756, 2.99973309634492 47.7651665667219, 4.46478686693989 47.7558186458081, 4.4932694755772 48.7433372246506, 2.99972790410621 48.7530130044756))'","{'type': 'Polygon', 'coordinates': [[[2.99972790410621, 48.7530130044756], [2.99973309634492, 47.7651665667219], [4.46478686693989, 47.7558186458081], [4.4932694755772, 48.7433372246506], [2.99972790410621, 48.7530130044756]]]}",0.140045985248888,/mnt/disk/dataset/sentinel-ai-processor/V3/train/input/S2A_MSIL1C_20230614T105031_N0509_R051_T31UEP_20230614T143035,509,100.0
S2B_MSIL1C_20240714T101559_N0510_R065_T32TNT,S2B_MSIL1C_20240714T101559_N0510_R065_T32TNT_20240714T121840.SAFE,s3://eodata/Sentinel-2/MSI/L1C/2024/07/14/S2B_MSIL1C_20240714T101559_N0510_R065_T32TNT_20240714T121840.SAFE,"geography'SRID=4326;POLYGON ((8.999732642342602 47.85370184248753, 8.99973758744939 46.86569987335423, 10.440149824410023 46.85663988190739, 10.467277376768235 47.844325046514086, 8.999732642342602 47.85370184248753))'","{'type': 'Polygon', 'coordinates': [[[8.999732642342602, 47.85370184248753], [8.99973758744939, 46.86569987335423], [10.440149824410023, 46.85663988190739], [10.467277376768235, 47.844325046514086], [8.999732642342602, 47.85370184248753]]]}",22.012123383798,/mnt/disk/dataset/sentinel-ai-processor/V3/train/input/S2B_MSIL1C_20240714T101559_N0510_R065_T32TNT_20240714T121840,510,100.0
S2B_MSIL1C_20240624T101559_N0510_R065_T32UNV,S2B_MSIL1C_20240624T101559_N0510_R065_T32UNV_20240624T121913.SAFE,s3://eodata/Sentinel-2/MSI/L1C/2024/06/24/S2B_MSIL1C_20240624T101559_N0510_R065_T32UNV_20240624T121913.SAFE,"geography'SRID=4326;POLYGON ((8.999722922552593 49.65272281450567, 8.999728378048824 48.66503141156509, 10.49066964052278 48.65538534877128, 10.52059565372513 49.64273706516441, 8.999722922552593 49.65272281450567))'","{'type': 'Polygon', 'coordinates': [[[8.999722922552593, 49.65272281450567], [8.999728378048824, 48.66503141156509], [10.49066964052278, 48.65538534877128], [10.52059565372513, 49.64273706516441], [8.999722922552593, 49.65272281450567]]]}",19.043775568097,/mnt/disk/dataset/sentinel-ai-processor/V3/train/input/S2B_MSIL1C_20240624T101559_N0510_R065_T32UNV_20240624T121913,510,100.0
S2A_MSIL1C_20200915T101031_N0500_R022_T32TPR,S2A_MSIL1C_20200915T101031_N0500_R022_T32TPR_20230415T174104.SAFE,s3://eodata/Sentinel-2/MSI/L1C_N0500/2020/09/15/S2A_MSIL1C_20200915T101031_N0500_R022_T32TPR_20230415T174104.SAFE,"geography'SRID=4326;POLYGON ((10.2925320358333 46.0462654563034, 10.2700756717775 45.0581973205829, 11.6635042077685 45.034190140253, 11.7105441475977 46.0214217425096, 10.2925320358333 46.0462654563034))'","{'type': 'Polygon', 'coordinates': [[[10.2925320358333, 46.0462654563034], [10.2700756717775, 45.0581973205829], [11.6635042077685, 45.034190140253], [11.7105441475977, 46.0214217425096], [10.2925320358333, 46.0462654563034]]]}",15.6540655140494,/mnt/disk/dataset/sentinel-ai-processor/V3/train/input/S2A_MSIL1C_20200915T101031_N0500_R022_T32TPR_20230415T174104,500,100.0
S2B_MSIL1C_20201105T103229_N0500_R108_T32ULU,S2B_MSIL1C_20201105T103229_N0500_R108_T32ULU_20230302T024503.SAFE,s3://eodata/Sentinel-2/MSI/L1C_N0500/2020/11/05/S2B_MSIL1C_20201105T103229_N0500_R108_T32ULU_20230302T024503.SAFE,"geography'SRID=4326;POLYGON ((6.2806415047717 48.7209148694678, 6.33245767026136 47.7341556023465, 7.7964017022352 47.7588553725486, 7.77299446421159 48.7464804447278, 6.2806415047717 48.7209148694678))'","{'type': 'Polygon', 'coordinates': [[[6.2806415047717, 48.7209148694678], [6.33245767026136, 47.7341556023465], [7.7964017022352, 47.7588553725486], [7.77299446421159, 48.7464804447278], [6.2806415047717, 48.7209148694678]]]}",7.94723640598405,/mnt/disk/dataset/sentinel-ai-processor/V3/train/input/S2B_MSIL1C_20201105T103229_N0500_R108_T32ULU_20230302T024503,500,100.0
S2A_MSIL1C_20180518T104021_N0500_R008_T32ULA,S2A_MSIL1C_20180518T104021_N0500_R008_T32ULA_20230717T034142.SAFE,s3://eodata/Sentinel-2/MSI/L1C_N0500/2018/05/18/S2A_MSIL1C_20180518T104021_N0500_R008_T32ULA_20230717T034142.SAFE,"geography'SRID=4326;POLYGON ((6.17866751641768 50.5181000385215, 6.23590271024699 49.5317312078248, 7.75278304383875 49.5580339524127, 7.72692441602994 50.545333158636, 6.17866751641768 50.5181000385215))'","{'type': 'Polygon', 'coordinates': [[[6.17866751641768, 50.5181000385215], [6.23590271024699, 49.5317312078248], [7.75278304383875, 49.5580339524127], [7.72692441602994, 50.545333158636], [6.17866751641768, 50.5181000385215]]]}",5.6880169607931,/mnt/disk/dataset/sentinel-ai-processor/V3/train/input/S2A_MSIL1C_20180518T104021_N0500_R008_T32ULA_20230717T034142,500,100.0
S2B_MSIL1C_20180328T102019_N0500_R065_T32TMR,S2B_MSIL1C_20180328T102019_N0500_R065_T32TMR_20230910T144905.SAFE,s3://eodata/Sentinel-2/MSI/L1C_N0500/2018/03/28/S2B_MSIL1C_20180328T102019_N0500_R065_T32TMR_20230910T144905.SAFE,"geography'SRID=4326;POLYGON ((7.70695108472353 46.0462596089832, 7.72941642306786 45.0581916702363, 9.12397449851132 45.0651927065434, 9.12616723722405 46.0535047357316, 7.70695108472353 46.0462596089832))'","{'type': 'Polygon', 'coordinates': [[[7.70695108472353, 46.0462596089832], [7.72941642306786, 45.0581916702363], [9.12397449851132, 45.0651927065434], [9.12616723722405, 46.0535047357316], [7.70695108472353, 46.0462596089832]]]}",16.8569082385261,/mnt/disk/dataset/sentinel-ai-processor/V3/train/input/S2B_MSIL1C_20180328T102019_N0500_R065_T32TMR_20230910T144905,500,100.0
